run_id,seed,kp,ki,kd,target_speed_m_s,dt_s,steps,noise_sigma,overshoot_m_s,settling_time_s,steady_state_error_m_s,mean_abs_error_m_s,duration_s,sample_count,tolerance_m_s,target_ref_m_s,overshoot_ratio,ss_err_ratio,label
1051,42,0.652723,0.137801,0.137268,20.244011,0.100000,300,0.000000,0.163899,6.300000,0.002323,2.072742,29.900000,300,0.500000,20.244011,0.327798,0.004647,no_change
1052,42,1.174158,0.244386,0.092014,35.676316,0.100000,300,0.000000,0.000000,10.800000,0.000619,6.416211,29.900000,300,0.713526,35.676316,0.000000,0.000868,no_change
1053,42,0.113002,0.073763,0.116202,24.763086,0.100000,300,0.000000,3.736173,-1.0,1.371063,4.834499,29.900000,300,0.500000,24.763086,7.472347,2.742125,reduce_kp
1054,42,0.774056,0.090895,0.109713,22.114175,0.100000,300,0.000000,0.046740,6.700000,0.005828,2.448860,29.900000,300,0.500000,22.114175,0.093480,0.011657,no_change
1055,42,0.618480,0.214579,0.073185,29.963100,0.100000,300,0.000000,0.167967,9.100000,0.000227,4.521290,29.900000,300,0.599262,29.963100,0.280290,0.000379,no_change
1056,42,0.331586,0.245249,0.074462,40.629783,0.100000,300,0.000000,0.790616,12.600000,0.002067,8.453174,29.900000,300,0.812596,40.629783,0.972952,0.002544,reduce_ki
1057,42,0.407592,0.062961,0.026228,32.276782,0.100000,300,0.000000,0.091618,10.100000,0.010558,5.271744,29.900000,300,0.645536,32.276782,0.141925,0.016356,no_change
1058,42,0.351423,0.034954,0.053990,22.074155,0.100000,300,0.000000,0.155886,7.300000,0.031573,2.508606,29.900000,300,0.500000,22.074155,0.311771,0.063146,no_change
1059,42,0.575441,0.133309,0.029169,43.774438,0.100000,300,0.000000,0.007030,13.600000,0.000750,9.765630,29.900000,300,0.875489,43.774438,0.008030,0.000857,increase_kp
1060,42,0.264503,0.281984,0.035321,29.987935,0.100000,300,0.000000,1.136031,13.600000,0.001168,4.662067,29.900000,300,0.599759,29.987935,1.894147,0.001947,reduce_ki
1061,42,1.195118,0.297286,0.103401,36.616810,0.100000,300,0.000000,0.000000,11.100000,0.000062,6.764174,29.900000,300,0.732336,36.616810,0.000000,0.000085,no_change
1062,42,0.963866,0.105012,0.112428,32.035036,0.100000,300,0.000000,0.000000,9.700000,0.003228,5.159407,29.900000,300,0.640701,32.035036,0.000000,0.005038,no_change
1063,42,0.538242,0.241690,0.012007,39.414542,0.100000,300,0.000000,0.143964,12.100000,0.000075,7.881178,29.900000,300,0.788291,39.414542,0.182628,0.000095,increase_kp
1064,42,0.624193,0.220452,0.089971,25.039696,0.100000,300,0.000000,0.177024,7.700000,0.000086,3.151592,29.900000,300,0.500794,25.039696,0.353487,0.000171,no_change
1065,42,0.497058,0.196123,0.186369,22.731445,0.100000,300,0.000000,0.496016,7.100000,0.000015,2.645680,29.900000,300,0.500000,22.731445,0.992031,0.000030,reduce_ki
1066,42,0.121819,0.042433,0.173474,43.893497,0.100000,300,0.000000,3.469540,24.500000,0.048311,10.720780,29.900000,300,0.877870,43.893497,3.952226,0.055032,reduce_kp
1067,42,0.318854,0.201563,0.129826,20.236165,0.100000,300,0.000000,1.081851,16.000000,0.006067,2.341275,29.900000,300,0.500000,20.236165,2.163702,0.012134,reduce_ki
1068,42,0.958340,0.124288,0.134639,29.624812,0.100000,300,0.000000,0.007814,9.000000,0.001139,4.399383,29.900000,300,0.592496,29.624812,0.013188,0.001923,no_change
1069,42,0.910179,0.311371,0.076214,23.595707,0.100000,300,0.000000,0.086086,7.100000,0.000089,2.779418,29.900000,300,0.500000,23.595707,0.172171,0.000178,no_change
1070,42,0.794883,0.050697,0.033515,39.231514,0.100000,300,0.000000,0.000000,12.000000,0.042195,7.828854,29.900000,300,0.784630,39.231514,0.000000,0.053777,increase_kp
1071,42,0.471127,0.220946,0.114328,40.467023,0.100000,300,0.000000,0.369331,12.600000,0.000520,8.351232,29.900000,300,0.809340,40.467023,0.456336,0.000643,reduce_ki
1072,42,0.178478,0.056700,0.045644,24.506347,0.100000,300,0.000000,1.290919,16.800000,0.030913,3.333389,29.900000,300,0.500000,24.506347,2.581839,0.061825,reduce_ki
1073,42,0.420492,0.093615,0.128929,23.137443,0.100000,300,0.000000,0.335878,7.500000,0.003405,2.753846,29.900000,300,0.500000,23.137443,0.671757,0.006810,reduce_ki
1074,42,0.589388,0.301982,0.072633,32.607593,0.100000,300,0.000000,0.215780,10.000000,0.000003,5.363969,29.900000,300,0.652152,32.607593,0.330873,0.000004,no_change
1075,42,1.162079,0.144896,0.036777,15.693033,0.100000,300,0.000000,0.011254,4.600000,0.000850,1.215199,29.900000,300,0.500000,15.693033,0.022509,0.001700,no_change
1076,42,0.900550,0.231708,0.188087,36.020908,0.100000,300,0.000000,0.069867,11.000000,0.001716,6.558092,29.900000,300,0.720418,36.020908,0.096981,0.002382,no_change
1077,42,0.188071,0.058419,0.020602,16.913772,0.100000,300,0.000000,1.087342,17.100000,0.000469,1.808404,29.900000,300,0.500000,16.913772,2.174685,0.000938,reduce_ki
1078,42,1.066560,0.191952,0.005273,26.910376,0.100000,300,0.000000,0.000000,8.000000,0.000433,3.614328,29.900000,300,0.538208,26.910376,0.000000,0.000805,no_change
1079,42,0.941496,0.029138,0.052490,19.658231,0.100000,300,0.000000,0.000000,5.800000,0.008790,1.924518,29.900000,300,0.500000,19.658231,0.000000,0.017579,no_change
1080,42,0.820316,0.309915,0.061874,22.421896,0.100000,300,0.000000,0.112870,6.700000,0.000037,2.510096,29.900000,300,0.500000,22.421896,0.225740,0.000074,no_change
1081,42,0.412593,0.219268,0.026255,40.155533,0.100000,300,0.000000,0.302687,12.400000,0.000049,8.207041,29.900000,300,0.803111,40.155533,0.376893,0.000061,reduce_ki
1082,42,0.131428,0.232242,0.172074,24.756039,0.100000,300,0.000000,2.998275,-1.0,2.622796,5.064239,29.900000,300,0.500000,24.756039,5.996550,5.245592,reduce_kp
1083,42,0.623770,0.341244,0.108117,23.172433,0.100000,300,0.000000,0.280421,7.100000,0.000000,2.699195,29.900000,300,0.500000,23.172433,0.560842,0.000001,no_change
1084,42,0.589329,0.339340,0.139525,20.311099,0.100000,300,0.000000,0.393235,6.200000,0.000000,2.093515,29.900000,300,0.500000,20.311099,0.786471,0.000000,reduce_ki
1085,42,0.757343,0.220867,0.127170,31.919535,0.100000,300,0.000000,0.111762,9.700000,0.000842,5.133909,29.900000,300,0.638391,31.919535,0.175068,0.001320,no_change
1086,42,0.675806,0.223835,0.061932,25.415049,0.100000,300,0.000000,0.116067,7.700000,0.000157,3.237426,29.900000,300,0.508301,25.415049,0.228344,0.000309,no_change
1087,42,0.693635,0.281648,0.088372,25.973500,0.100000,300,0.000000,0.179043,7.900000,0.000024,3.386224,29.900000,300,0.519470,25.973500,0.344666,0.000046,no_change
1088,42,0.385788,0.106251,0.000018,39.461394,0.100000,300,0.000000,0.135263,12.300000,0.003210,7.918688,29.900000,300,0.789228,39.461394,0.171387,0.004067,increase_kp
1089,42,1.032741,0.120360,0.093840,15.249513,0.100000,300,0.000000,0.024568,4.500000,0.002269,1.154046,29.900000,300,0.500000,15.249513,0.049136,0.004538,no_change
1090,42,1.114297,0.331435,0.095413,15.273978,0.100000,300,0.000000,0.068254,4.500000,0.000089,1.157626,29.900000,300,0.500000,15.273978,0.136508,0.000178,no_change
1091,42,0.573479,0.102523,0.046243,15.216540,0.100000,300,0.000000,0.126315,4.700000,0.002796,1.175494,29.900000,300,0.500000,15.216540,0.252630,0.005591,no_change
1092,42,0.511008,0.144108,0.112111,26.842562,0.100000,300,0.000000,0.270563,8.400000,0.000876,3.650917,29.900000,300,0.536851,26.842562,0.503982,0.001631,no_change
1093,42,0.279596,0.257991,0.077945,26.350742,0.100000,300,0.000000,1.262595,15.100000,0.002820,3.708376,29.900000,300,0.527015,26.350742,2.395748,0.005352,reduce_ki
1094,42,0.389278,0.147784,0.047912,37.936149,0.100000,300,0.000000,0.323764,11.800000,0.000337,7.325849,29.900000,300,0.758723,37.936149,0.426722,0.000444,reduce_ki
1095,42,1.100950,0.282651,0.136928,23.540306,0.100000,300,0.000000,0.061912,7.100000,0.000459,2.765894,29.900000,300,0.500000,23.540306,0.123825,0.000918,no_change
1096,42,0.917220,0.283083,0.082581,40.604461,0.100000,300,0.000000,0.024813,12.400000,0.000473,8.362566,29.900000,300,0.812089,40.604461,0.030555,0.000583,increase_kp
1097,42,0.300648,0.101358,0.127379,33.531882,0.100000,300,0.000000,0.791367,14.800000,0.008847,5.808963,29.900000,300,0.670638,33.531882,1.180022,0.013191,reduce_ki
1098,42,0.399348,0.217964,0.037558,15.581862,0.100000,300,0.000000,0.513056,6.900000,0.000046,1.310062,29.900000,300,0.500000,15.581862,1.026112,0.000093,reduce_ki
1099,42,0.154595,0.187240,0.037188,18.068205,0.100000,300,0.000000,2.190727,-1.0,2.039135,3.261229,29.900000,300,0.500000,18.068205,4.381454,4.078270,reduce_kp
1100,42,0.396115,0.250319,0.145421,21.984315,0.100000,300,0.000000,0.848111,12.400000,0.000741,2.564739,29.900000,300,0.500000,21.984315,1.696221,0.001483,reduce_ki
1101,42,0.265752,0.172753,0.068383,24.347301,0.100000,300,0.000000,1.145854,14.500000,0.003282,3.179910,29.900000,300,0.500000,24.347301,2.291708,0.006563,reduce_ki
1102,42,0.979409,0.349287,0.092737,38.742741,0.100000,300,0.000000,0.039935,11.800000,0.000263,7.596376,29.900000,300,0.774855,38.742741,0.051539,0.000339,no_change
1103,42,0.463274,0.295241,0.190329,16.681150,0.100000,300,0.000000,0.749564,15.800000,0.000657,1.680977,29.900000,300,0.500000,16.681150,1.499128,0.001314,reduce_ki
1104,42,0.953218,0.024985,0.094029,20.765769,0.100000,300,0.000000,0.000000,6.200000,0.011127,2.152441,29.900000,300,0.500000,20.765769,0.000000,0.022254,no_change
1105,42,1.025693,0.286038,0.165650,18.658847,0.100000,300,0.000000,0.112283,5.600000,0.000292,1.740185,29.900000,300,0.500000,18.658847,0.224566,0.000583,no_change
1106,42,0.944960,0.087137,0.154245,28.288828,0.100000,300,0.000000,0.005480,8.600000,0.001430,4.007753,29.900000,300,0.565777,28.288828,0.009686,0.002527,no_change
1107,42,0.911381,0.011729,0.092167,38.129879,0.100000,300,0.000000,0.000000,11.600000,0.092890,7.410893,29.900000,300,0.762598,38.129879,0.000000,0.121807,no_change
1108,42,0.673253,0.343741,0.094565,35.443270,0.100000,300,0.000000,0.207126,10.800000,0.000002,6.349944,29.900000,300,0.708865,35.443270,0.292193,0.000004,no_change
1109,42,0.443320,0.113072,0.125833,16.265577,0.100000,300,0.000000,0.383237,5.200000,0.000556,1.392981,29.900000,300,0.500000,16.265577,0.766474,0.001113,reduce_ki
1110,42,1.131163,0.182324,0.050663,34.155600,0.100000,300,0.000000,0.000000,10.300000,0.002354,5.873634,29.900000,300,0.683112,34.155600,0.000000,0.003447,no_change
1111,42,0.318596,0.310632,0.172732,21.533647,0.100000,300,0.000000,1.393612,-1.0,1.284383,3.292612,29.900000,300,0.500000,21.533647,2.787224,2.568767,increase_ki
1112,42,0.224221,0.221518,0.064903,20.020811,0.100000,300,0.000000,1.619276,29.100000,0.665205,2.889681,29.900000,300,0.500000,20.020811,3.238552,1.330410,reduce_kp
1113,42,0.403710,0.041877,0.157829,15.267896,0.100000,300,0.000000,0.264199,5.300000,0.038714,1.285143,29.900000,300,0.500000,15.267896,0.528398,0.077429,no_change
1114,42,0.146193,0.274216,0.095054,32.886369,0.100000,300,0.000000,2.308819,19.900000,0.010366,6.002824,29.900000,300,0.657727,32.886369,3.510298,0.015761,reduce_kp
1115,42,0.508539,0.031318,0.031540,17.742047,0.100000,300,0.000000,0.023746,5.500000,0.008175,1.580058,29.900000,300,0.500000,17.742047,0.047492,0.016351,no_change
1116,42,0.780509,0.325797,0.199395,33.753970,0.100000,300,0.000000,0.224636,10.300000,0.000035,5.758381,29.900000,300,0.675079,33.753970,0.332754,0.000052,no_change
1117,42,0.165753,0.225601,0.140266,38.743987,0.100000,300,0.000000,2.393867,19.100000,0.014804,8.057634,29.900000,300,0.774880,38.743987,3.089340,0.019105,reduce_kp
1118,42,0.238410,0.081436,0.196335,38.656855,0.100000,300,0.000000,1.378760,18.900000,0.089842,7.875361,29.900000,300,0.773137,38.656855,1.783332,0.116204,reduce_ki
1119,42,0.932367,0.281934,0.087744,20.788959,0.100000,300,0.000000,0.091340,6.200000,0.000174,2.155383,29.900000,300,0.500000,20.788959,0.182679,0.000347,no_change
1120,42,0.858175,0.125359,0.026946,41.959891,0.100000,300,0.000000,0.000000,12.900000,0.011416,8.959418,29.900000,300,0.839198,41.959891,0.000000,0.013604,increase_kp
1121,42,0.633832,0.153125,0.058943,35.911133,0.100000,300,0.000000,0.053074,11.000000,0.001737,6.516387,29.900000,300,0.718223,35.911133,0.073897,0.002418,no_change
1122,42,0.308753,0.065319,0.069533,36.972072,0.100000,300,0.000000,0.318398,11.900000,0.018501,7.005287,29.900000,300,0.739441,36.972072,0.430593,0.025020,reduce_ki
1123,42,0.402857,0.290972,0.182895,31.635609,0.100000,300,0.000000,0.924772,13.100000,0.000278,5.136995,29.900000,300,0.632712,31.635609,1.461600,0.000439,reduce_ki
1124,42,0.175764,0.054259,0.059135,22.900478,0.100000,300,0.000000,1.403573,17.900000,0.038289,3.026676,29.900000,300,0.500000,22.900478,2.807146,0.076577,reduce_ki
1125,42,0.503824,0.000252,0.127605,26.371307,0.100000,300,0.000000,0.000000,8.600000,0.100633,3.573523,29.900000,300,0.527426,26.371307,0.000000,0.190801,no_change
1126,42,0.304088,0.006552,0.171366,38.280497,0.100000,300,0.000000,0.000000,13.500000,0.139410,7.620737,29.900000,300,0.765610,38.280497,0.000000,0.182091,increase_kp
1127,42,0.362665,0.252351,0.131658,31.168696,0.100000,300,0.000000,0.861405,12.800000,0.000216,4.980494,29.900000,300,0.623374,31.168696,1.381844,0.000347,reduce_ki
1128,42,0.526240,0.183424,0.099510,31.544034,0.100000,300,0.000000,0.240837,9.700000,0.000174,5.032851,29.900000,300,0.630881,31.544034,0.381747,0.000276,no_change
1129,42,0.774343,0.112910,0.128181,18.313924,0.100000,300,0.000000,0.084825,5.600000,0.004892,1.686972,29.900000,300,0.500000,18.313924,0.169649,0.009785,no_change
1130,42,0.675521,0.023338,0.167039,18.893228,0.100000,300,0.000000,0.009920,6.000000,0.005859,1.790869,29.900000,300,0.500000,18.893228,0.019840,0.011719,no_change
1131,42,1.060842,0.070728,0.097074,17.962608,0.100000,300,0.000000,0.005472,5.300000,0.001581,1.598562,29.900000,300,0.500000,17.962608,0.010944,0.003161,no_change
1132,42,0.728113,0.292705,0.131584,30.774641,0.100000,300,0.000000,0.183099,9.400000,0.000054,4.771025,29.900000,300,0.615493,30.774641,0.297484,0.000088,no_change
1133,42,0.871445,0.089578,0.073271,33.178609,0.100000,300,0.000000,0.000000,10.000000,0.005404,5.543092,29.900000,300,0.663572,33.178609,0.000000,0.008144,no_change
1134,42,0.177961,0.325574,0.041748,29.742165,0.100000,300,0.000000,1.796762,18.100000,0.010776,4.844255,29.900000,300,0.594843,29.742165,3.020564,0.018116,reduce_kp
1135,42,1.078744,0.027985,0.160204,16.821006,0.100000,300,0.000000,0.000000,5.000000,0.002556,1.403813,29.900000,300,0.500000,16.821006,0.000000,0.005113,no_change
1136,42,0.713822,0.328385,0.083191,26.072060,0.100000,300,0.000000,0.164054,7.900000,0.000004,3.408137,29.900000,300,0.521441,26.072060,0.314617,0.000007,no_change
1137,42,0.879277,0.288275,0.053163,16.219595,0.100000,300,0.000000,0.074554,4.800000,0.000046,1.307059,29.900000,300,0.500000,16.219595,0.149107,0.000093,no_change
1138,42,0.177427,0.106367,0.188921,43.817602,0.100000,300,0.000000,2.522805,20.600000,0.274171,10.266353,29.900000,300,0.876352,43.817602,2.878758,0.312855,reduce_kp
1139,42,0.206831,0.253810,0.106332,20.683812,0.100000,300,0.000000,1.947048,-1.0,1.856507,3.566181,29.900000,300,0.500000,20.683812,3.894097,3.713014,reduce_kp
1140,42,0.678811,0.087067,0.125065,20.366937,0.100000,300,0.000000,0.080427,6.300000,0.007675,2.089702,29.900000,300,0.500000,20.366937,0.160855,0.015351,no_change
1141,42,0.924114,0.145315,0.021103,34.158729,0.100000,300,0.000000,0.000000,10.300000,0.002259,5.875127,29.900000,300,0.683175,34.158729,0.000000,0.003306,no_change
1142,42,0.493760,0.160552,0.133048,41.484721,0.100000,300,0.000000,0.273278,13.000000,0.001938,8.787939,29.900000,300,0.829694,41.484721,0.329372,0.002336,increase_kp
1143,42,0.283490,0.063139,0.080311,25.125386,0.100000,300,0.000000,0.530407,12.300000,0.003257,3.297674,29.900000,300,0.502508,25.125386,1.055521,0.006481,reduce_ki
1144,42,0.273994,0.349452,0.088602,25.569722,0.100000,300,0.000000,1.344899,17.300000,0.005216,3.595900,29.900000,300,0.511394,25.569722,2.629866,0.010199,reduce_ki
1145,42,0.446670,0.347012,0.064931,26.151585,0.100000,300,0.000000,0.555663,9.800000,0.000009,3.466474,29.900000,300,0.523032,26.151585,1.062388,0.000018,reduce_ki
1146,42,0.940603,0.150706,0.145174,33.252401,0.100000,300,0.000000,0.021414,10.100000,0.002203,5.565975,29.900000,300,0.665048,33.252401,0.032199,0.003313,no_change
1147,42,0.719459,0.074875,0.153142,42.784408,0.100000,300,0.000000,0.000000,13.300000,0.011937,9.333444,29.900000,300,0.855688,42.784408,0.000000,0.013951,increase_kp
1148,42,0.379498,0.336578,0.089500,26.912717,0.100000,300,0.000000,0.800026,11.700000,0.000195,3.719998,29.900000,300,0.538254,26.912717,1.486334,0.000362,reduce_ki
1149,42,0.898945,0.344035,0.119153,30.528281,0.100000,300,0.000000,0.089075,9.200000,0.000086,4.681247,29.900000,300,0.610566,30.528281,0.145889,0.000141,no_change
1150,42,1.192753,0.105645,0.060067,21.656601,0.100000,300,0.000000,0.000000,6.400000,0.000661,2.327918,29.900000,300,0.500000,21.656601,0.000000,0.001323,no_change
1151,42,1.041292,0.007595,0.164388,35.691576,0.100000,300,0.000000,0.000000,10.900000,0.077092,6.474165,29.900000,300,0.713832,35.691576,0.000000,0.107998,no_change
1152,42,0.403553,0.193782,0.111265,42.777674,0.100000,300,0.000000,0.501361,13.400000,0.002152,9.372306,29.900000,300,0.855553,42.777674,0.586007,0.002515,reduce_ki
1153,42,0.270186,0.013208,0.071131,19.152246,0.100000,300,0.000000,0.138923,7.100000,0.072854,1.961167,29.900000,300,0.500000,19.152246,0.277847,0.145707,no_change
1154,42,0.503791,0.203754,0.046599,39.332227,0.100000,300,0.000000,0.183714,12.100000,0.000151,7.858418,29.900000,300,0.786645,39.332227,0.233541,0.000192,increase_kp
1155,42,0.201096,0.139929,0.183576,37.027979,0.100000,300,0.000000,2.262938,18.900000,0.064759,7.367969,29.900000,300,0.740560,37.027979,3.055714,0.087447,reduce_kp
1156,42,0.895939,0.277516,0.034580,39.771157,0.100000,300,0.000000,0.000000,12.100000,0.000024,8.011182,29.900000,300,0.795423,39.771157,0.000000,0.000030,increase_kp
1157,42,0.858555,0.201681,0.181531,32.856936,0.100000,300,0.000000,0.088709,10.000000,0.002331,5.444390,29.900000,300,0.657139,32.856936,0.134992,0.003547,no_change
1158,42,0.430433,0.255776,0.115257,17.354322,0.100000,300,0.000000,0.612922,9.500000,0.000243,1.630318,29.900000,300,0.500000,17.354322,1.225845,0.000486,reduce_ki
1159,42,0.161515,0.269816,0.069586,39.514251,0.100000,300,0.000000,1.943790,17.500000,0.024169,8.211116,29.900000,300,0.790285,39.514251,2.459606,0.030583,reduce_kp
1160,42,0.558174,0.303741,0.173957,21.801530,0.100000,300,0.000000,0.507774,8.700000,0.000014,2.427894,29.900000,300,0.500000,21.801530,1.015549,0.000028,reduce_ki
1161,42,0.818057,0.210806,0.002287,38.322559,0.100000,300,0.000000,0.000000,11.700000,0.000525,7.427774,29.900000,300,0.766451,38.322559,0.000000,0.000685,no_change
1162,42,0.520736,0.106674,0.008236,31.197892,0.100000,300,0.000000,0.059156,9.500000,0.002423,4.899135,29.900000,300,0.623958,31.197892,0.094808,0.003883,no_change
1163,42,0.264538,0.175841,0.044159,16.515594,0.100000,300,0.000000,1.069740,19.400000,0.058754,1.799296,29.900000,300,0.500000,16.515594,2.139480,0.117507,reduce_ki
1164,42,0.904736,0.137509,0.089123,32.853966,0.100000,300,0.000000,0.004160,9.900000,0.000507,5.425846,29.900000,300,0.657079,32.853966,0.006331,0.000771,no_change
1165,42,0.655202,0.077730,0.057957,26.829672,0.100000,300,0.000000,0.018601,8.200000,0.002911,3.605810,29.900000,300,0.536593,26.829672,0.034665,0.005425,no_change
1166,42,0.245408,0.028891,0.114288,16.479333,0.100000,300,0.000000,0.591302,13.200000,0.070977,1.628379,29.900000,300,0.500000,16.479333,1.182605,0.141955,reduce_ki
1167,42,0.539110,0.029778,0.100365,38.214754,0.100000,300,0.000000,0.000000,12.000000,0.048494,7.445626,29.900000,300,0.764295,38.214754,0.000000,0.063450,increase_kp
1168,42,0.243413,0.047205,0.111859,29.635833,0.100000,300,0.000000,0.723574,15.900000,0.022835,4.637758,29.900000,300,0.592717,29.635833,1.220775,0.038526,reduce_ki
1169,42,0.817473,0.068635,0.123199,37.070033,0.100000,300,0.000000,0.000000,11.400000,0.013938,6.959822,29.900000,300,0.741401,37.070033,0.000000,0.018800,no_change
1170,42,0.370870,0.025075,0.155354,24.702349,0.100000,300,0.000000,0.151195,8.500000,0.063050,3.161067,29.900000,300,0.500000,24.702349,0.302390,0.126100,no_change
1171,42,1.116552,0.031358,0.134350,27.706218,0.100000,300,0.000000,0.000000,8.300000,0.022346,3.856498,29.900000,300,0.554124,27.706218,0.000000,0.040327,no_change
1172,42,0.483139,0.112258,0.118775,15.726205,0.100000,300,0.000000,0.310181,5.000000,0.001303,1.293153,29.900000,300,0.500000,15.726205,0.620361,0.002607,reduce_ki
1173,42,0.435301,0.345678,0.123244,44.704775,0.100000,300,0.000000,0.600332,13.900000,0.001572,10.244951,29.900000,300,0.894096,44.704775,0.671441,0.001758,reduce_ki
1174,42,0.586431,0.051036,0.008976,39.545158,0.100000,300,0.000000,0.000000,12.200000,0.033802,7.960176,29.900000,300,0.790903,39.545158,0.000000,0.042739,increase_kp
1175,42,0.319654,0.130837,0.151547,40.582924,0.100000,300,0.000000,0.792749,12.800000,0.015747,8.490963,29.900000,300,0.811658,40.582924,0.976703,0.019401,reduce_ki
1176,42,0.223609,0.019088,0.189788,42.801891,0.100000,300,0.000000,0.383370,15.100000,0.292136,9.610229,29.900000,300,0.856038,42.801891,0.447842,0.341265,reduce_ki
1177,42,1.055628,0.287047,0.002747,35.813857,0.100000,300,0.000000,0.000000,10.800000,0.000177,6.463455,29.900000,300,0.716277,35.813857,0.000000,0.000247,no_change
1178,42,0.222406,0.157522,0.004550,21.270286,0.100000,300,0.000000,1.158470,15.100000,0.001557,2.529577,29.900000,300,0.500000,21.270286,2.316939,0.003114,reduce_ki
1179,42,0.691806,0.071330,0.104653,22.759740,0.100000,300,0.000000,0.037855,7.000000,0.006615,2.596321,29.900000,300,0.500000,22.759740,0.075709,0.013230,no_change
1180,42,0.631329,0.255473,0.028269,35.962657,0.100000,300,0.000000,0.085393,11.000000,0.000108,6.531964,29.900000,300,0.719253,35.962657,0.118724,0.000150,no_change
1181,42,0.120227,0.204052,0.132706,16.304460,0.100000,300,0.000000,3.142505,-1.0,3.060682,3.850143,29.900000,300,0.500000,16.304460,6.285010,6.121363,reduce_kp
1182,42,0.287352,0.099405,0.157838,33.538943,0.100000,300,0.000000,0.937102,15.700000,0.016430,5.849013,29.900000,300,0.670779,33.538943,1.397036,0.024494,reduce_ki
1183,42,0.158394,0.229165,0.001667,26.659354,0.100000,300,0.000000,1.830166,18.700000,0.001387,4.015479,29.900000,300,0.533187,26.659354,3.432502,0.002602,reduce_kp
1184,42,0.398441,0.298229,0.132020,40.928468,0.100000,300,0.000000,0.719373,12.700000,0.001663,8.572732,29.900000,300,0.818569,40.928468,0.878818,0.002031,reduce_ki
1185,42,0.120986,0.303594,0.129882,21.935059,0.100000,300,0.000000,2.711157,-1.0,2.653821,4.468540,29.900000,300,0.500000,21.935059,5.422313,5.307642,reduce_kp
1186,42,0.518771,0.341814,0.019921,24.463679,0.100000,300,0.000000,0.292320,7.400000,0.000000,3.003165,29.900000,300,0.500000,24.463679,0.584641,0.000000,no_change
1187,42,1.053450,0.186046,0.037283,30.019525,0.100000,300,0.000000,0.000000,9.000000,0.000183,4.512213,29.900000,300,0.600390,30.019525,0.000000,0.000304,no_change
1188,42,0.603785,0.324222,0.004298,22.421764,0.100000,300,0.000000,0.161515,6.700000,0.000000,2.511764,29.900000,300,0.500000,22.421764,0.323030,0.000000,no_change
1189,42,0.682357,0.116749,0.078680,19.710158,0.100000,300,0.000000,0.076410,6.000000,0.002758,1.947906,29.900000,300,0.500000,19.710158,0.152821,0.005515,no_change
1190,42,0.481458,0.123170,0.125046,22.086143,0.100000,300,0.000000,0.294430,7.000000,0.001074,2.490699,29.900000,300,0.500000,22.086143,0.588861,0.002148,no_change
1191,42,1.176069,0.175438,0.162379,33.773771,0.100000,300,0.000000,0.000000,10.200000,0.000276,5.738549,29.900000,300,0.675475,33.773771,0.000000,0.000408,no_change
1192,42,1.066545,0.311641,0.162972,15.883977,0.100000,300,0.000000,0.104517,4.700000,0.000150,1.259824,29.900000,300,0.500000,15.883977,0.209034,0.000300,no_change
1193,42,0.710433,0.098068,0.030342,41.915259,0.100000,300,0.000000,0.000000,12.900000,0.013239,8.945282,29.900000,300,0.838305,41.915259,0.000000,0.015792,increase_kp
1194,42,0.822625,0.030728,0.076441,43.818171,0.100000,300,0.000000,0.000000,13.500000,0.093765,9.839604,29.900000,300,0.876363,43.818171,0.000000,0.106994,increase_kp
1195,42,0.773693,0.218934,0.045486,22.210824,0.100000,300,0.000000,0.092178,6.700000,0.000311,2.463811,29.900000,300,0.500000,22.210824,0.184357,0.000622,no_change
1196,42,0.268024,0.339688,0.181947,24.878542,0.100000,300,0.000000,1.739887,28.800000,0.694722,3.984194,29.900000,300,0.500000,24.878542,3.479774,1.389445,reduce_kp
1197,42,0.696457,0.072365,0.027715,31.240615,0.100000,300,0.000000,0.000000,9.500000,0.006411,4.909497,29.900000,300,0.624812,31.240615,0.000000,0.010261,no_change
1198,42,0.980116,0.301906,0.061800,36.154092,0.100000,300,0.000000,0.013465,11.000000,0.000159,6.592211,29.900000,300,0.723082,36.154092,0.018622,0.000220,no_change
1199,42,0.676186,0.047338,0.199137,44.273307,0.100000,300,0.000000,0.000000,13.900000,0.036009,10.035470,29.900000,300,0.885466,44.273307,0.000000,0.040667,increase_kp
1200,42,0.259668,0.326560,0.183422,24.524886,0.100000,300,0.000000,1.867421,-1.0,1.831766,4.342663,29.900000,300,0.500000,24.524886,3.734841,3.663531,reduce_kp
1201,42,0.713074,0.332011,0.023677,24.527928,0.100000,300,0.000000,0.111441,7.400000,0.000004,3.005872,29.900000,300,0.500000,24.527928,0.222882,0.000008,no_change
1202,42,1.067602,0.254478,0.153087,41.403957,0.100000,300,0.000000,0.008580,12.700000,0.000551,8.703548,29.900000,300,0.828079,41.403957,0.010361,0.000665,increase_kp
1203,42,0.555444,0.143938,0.088601,43.013056,0.100000,300,0.000000,0.098297,13.400000,0.004964,9.436563,29.900000,300,0.860261,43.013056,0.114265,0.005771,increase_kp
1204,42,1.083543,0.326638,0.054759,38.373237,0.100000,300,0.000000,0.000000,11.700000,0.000126,7.444652,29.900000,300,0.767465,38.373237,0.000000,0.000165,no_change
1205,42,0.217449,0.064661,0.152489,33.359448,0.100000,300,0.000000,1.360300,18.000000,0.066200,5.928629,29.900000,300,0.667189,33.359448,2.038853,0.099222,reduce_ki
