run_id,seed,kp,ki,kd,target_speed_m_s,dt_s,steps,noise_sigma,overshoot_m_s,settling_time_s,steady_state_error_m_s,mean_abs_error_m_s,duration_s,sample_count,tolerance_m_s,target_ref_m_s,overshoot_ratio,ss_err_ratio,label
352,42,0.602825,0.038800,0.181029,32.902171,0.100000,300,0.000000,0.000000,10.400000,0.001661,5.468742,29.900000,300,0.658043,32.902171,0.000000,0.002524,no_change
353,42,0.118079,0.180382,0.048388,19.307305,0.100000,300,0.000000,2.727663,-1.0,2.620335,3.928200,29.900000,300,0.500000,19.307305,5.455325,5.240670,reduce_kp
354,42,0.572163,0.215183,0.048113,27.497028,0.100000,300,0.000000,0.195650,8.400000,0.000070,3.802866,29.900000,300,0.549941,27.497028,0.355765,0.000127,no_change
355,42,0.830808,0.029965,0.194931,17.030380,0.100000,300,0.000000,0.013102,5.300000,0.007132,1.452047,29.900000,300,0.500000,17.030380,0.026203,0.014264,no_change
356,42,0.678665,0.177565,0.197666,31.624559,0.100000,300,0.000000,0.201424,9.800000,0.002362,5.061186,29.900000,300,0.632491,31.624559,0.318462,0.003734,no_change
357,42,0.529499,0.164547,0.127134,44.431183,0.100000,300,0.000000,0.190366,13.900000,0.004291,10.100107,29.900000,300,0.888624,44.431183,0.214226,0.004829,increase_kp
358,42,0.379015,0.005685,0.157704,25.344075,0.100000,300,0.000000,0.000000,9.000000,0.040221,3.306172,29.900000,300,0.506881,25.344075,0.000000,0.079350,no_change
359,42,0.906235,0.219890,0.154300,37.055610,0.100000,300,0.000000,0.059727,11.300000,0.002049,6.944392,29.900000,300,0.741112,37.055610,0.080591,0.002765,no_change
360,42,0.465770,0.015517,0.109203,39.405266,0.100000,300,0.000000,0.000000,12.600000,0.103172,7.966883,29.900000,300,0.788105,39.405266,0.000000,0.130912,increase_kp
361,42,0.292598,0.272700,0.092925,35.861678,0.100000,300,0.000000,1.146534,14.500000,0.000395,6.619789,29.900000,300,0.717234,35.861678,1.598551,0.000551,reduce_ki
362,42,0.794909,0.284024,0.012620,38.285712,0.100000,300,0.000000,0.008682,11.700000,0.000065,7.411161,29.900000,300,0.765714,38.285712,0.011339,0.000084,no_change
363,42,0.603448,0.102705,0.008761,20.984095,0.100000,300,0.000000,0.055959,6.300000,0.002191,2.200716,29.900000,300,0.500000,20.984095,0.111918,0.004383,no_change
364,42,0.146097,0.326680,0.103077,44.673681,0.100000,300,0.000000,2.040565,18.700000,0.040031,10.501100,29.900000,300,0.893474,44.673681,2.283855,0.044804,reduce_kp
365,42,0.697334,0.088660,0.150658,20.733103,0.100000,300,0.000000,0.085408,6.400000,0.008542,2.167997,29.900000,300,0.500000,20.733103,0.170816,0.017084,no_change
366,42,0.492672,0.273295,0.173160,24.957741,0.100000,300,0.000000,0.593907,10.500000,0.000054,3.180565,29.900000,300,0.500000,24.957741,1.187814,0.000109,reduce_ki
367,42,0.236923,0.128807,0.177897,37.299231,0.100000,300,0.000000,1.741628,17.600000,0.023709,7.333533,29.900000,300,0.745985,37.299231,2.334671,0.031782,reduce_kp
368,42,1.084101,0.135326,0.194745,29.886097,0.100000,300,0.000000,0.009947,9.100000,0.001577,4.479429,29.900000,300,0.597722,29.886097,0.016642,0.002639,no_change
369,42,0.647276,0.323509,0.103855,39.034443,0.100000,300,0.000000,0.193417,12.000000,0.000015,7.731765,29.900000,300,0.780689,39.034443,0.247752,0.000019,increase_kp
370,42,0.899789,0.027624,0.120491,39.670238,0.100000,300,0.000000,0.000000,12.200000,0.069461,8.021923,29.900000,300,0.793405,39.670238,0.000000,0.087548,increase_kp
371,42,0.700022,0.112424,0.016014,34.827577,0.100000,300,0.000000,0.000000,10.600000,0.001162,6.113224,29.900000,300,0.696552,34.827577,0.000000,0.001668,no_change
372,42,0.437145,0.210918,0.085223,35.692944,0.100000,300,0.000000,0.407598,11.000000,0.000016,6.473396,29.900000,300,0.713859,35.692944,0.570978,0.000022,reduce_ki
373,42,0.486702,0.014824,0.174007,25.576779,0.100000,300,0.000000,0.000000,8.500000,0.000322,3.306440,29.900000,300,0.511536,25.576779,0.000000,0.000629,no_change
374,42,1.197966,0.096094,0.196005,43.437131,0.100000,300,0.000000,0.000000,13.400000,0.026017,9.625629,29.900000,300,0.868743,43.437131,0.000000,0.029948,increase_kp
375,42,0.182545,0.223129,0.072662,39.032879,0.100000,300,0.000000,1.870806,17.300000,0.027297,7.993135,29.900000,300,0.780658,39.032879,2.396448,0.034966,reduce_kp
376,42,0.847352,0.333476,0.028556,33.227187,0.100000,300,0.000000,0.047492,10.000000,0.000068,5.552274,29.900000,300,0.664544,33.227187,0.071465,0.000102,no_change
377,42,0.959443,0.012180,0.013447,38.355461,0.100000,300,0.000000,0.000000,11.600000,0.091046,7.494286,29.900000,300,0.767109,38.355461,0.000000,0.118687,no_change
378,42,0.502961,0.133999,0.113449,33.152845,0.100000,300,0.000000,0.231534,10.300000,0.002647,5.575489,29.900000,300,0.663057,33.152845,0.349192,0.003992,no_change
379,42,0.846968,0.332088,0.074403,37.892534,0.100000,300,0.000000,0.056922,11.500000,0.000163,7.261855,29.900000,300,0.757851,37.892534,0.075109,0.000216,no_change
380,42,0.731314,0.185311,0.079607,34.486822,0.100000,300,0.000000,0.050318,10.500000,0.001158,5.998215,29.900000,300,0.689736,34.486822,0.072953,0.001679,no_change
381,42,0.374573,0.039707,0.147135,29.971319,0.100000,300,0.000000,0.200992,9.900000,0.052376,4.615014,29.900000,300,0.599426,29.971319,0.335307,0.087378,no_change
382,42,0.525686,0.196585,0.052355,22.808693,0.100000,300,0.000000,0.241890,7.000000,0.000024,2.620338,29.900000,300,0.500000,22.808693,0.483779,0.000048,no_change
383,42,0.590900,0.348728,0.057115,42.494367,0.100000,300,0.000000,0.183072,13.100000,0.000017,9.195165,29.900000,300,0.849887,42.494367,0.215407,0.000020,increase_kp
384,42,0.640320,0.042923,0.170565,28.561281,0.100000,300,0.000000,0.021649,9.000000,0.009067,4.108026,29.900000,300,0.571226,28.561281,0.037899,0.015872,no_change
385,42,1.088547,0.155789,0.017558,35.457878,0.100000,300,0.000000,0.000000,10.700000,0.004817,6.341927,29.900000,300,0.709158,35.457878,0.000000,0.006793,no_change
386,42,1.030073,0.111856,0.069485,16.948172,0.100000,300,0.000000,0.018380,5.000000,0.002119,1.424040,29.900000,300,0.500000,16.948172,0.036761,0.004239,no_change
387,42,0.696388,0.311966,0.170272,36.354273,0.100000,300,0.000000,0.255920,11.200000,0.000019,6.697060,29.900000,300,0.727085,36.354273,0.351981,0.000026,no_change
388,42,1.120057,0.223195,0.158739,30.262672,0.100000,300,0.000000,0.034545,9.100000,0.001416,4.595235,29.900000,300,0.605253,30.262672,0.057076,0.002339,no_change
389,42,0.233499,0.070343,0.027775,38.711192,0.100000,300,0.000000,0.616768,12.300000,0.006234,7.719713,29.900000,300,0.774224,38.711192,0.796628,0.008051,reduce_ki
390,42,0.128912,0.193908,0.073782,39.109852,0.100000,300,0.000000,2.462832,19.100000,0.024665,8.209803,29.900000,300,0.782197,39.109852,3.148608,0.031533,reduce_kp
391,42,0.706812,0.214182,0.017243,24.278722,0.100000,300,0.000000,0.072658,7.300000,0.000197,2.944678,29.900000,300,0.500000,24.278722,0.145315,0.000394,no_change
392,42,1.199555,0.251604,0.105139,38.074937,0.100000,300,0.000000,0.000000,11.600000,0.001024,7.329791,29.900000,300,0.761499,38.074937,0.000000,0.001345,no_change
393,42,1.005673,0.025813,0.194476,34.270158,0.100000,300,0.000000,0.000000,10.500000,0.043961,5.949089,29.900000,300,0.685403,34.270158,0.000000,0.064139,no_change
394,42,0.594972,0.238038,0.068903,41.338805,0.100000,300,0.000000,0.120113,12.800000,0.000321,8.691800,29.900000,300,0.826776,41.338805,0.145278,0.000388,increase_kp
395,42,0.958289,0.223928,0.036393,43.987938,0.100000,300,0.000000,0.000000,13.500000,0.002202,9.858842,29.900000,300,0.879759,43.987938,0.000000,0.002503,increase_kp
396,42,0.575880,0.318749,0.011083,18.724834,0.100000,300,0.000000,0.214217,5.600000,0.000000,1.753575,29.900000,300,0.500000,18.724834,0.428433,0.000000,no_change
397,42,0.268317,0.057630,0.064532,36.279964,0.100000,300,0.000000,0.432903,11.700000,0.020496,6.777646,29.900000,300,0.725599,36.279964,0.596615,0.028247,reduce_ki
398,42,0.480625,0.329316,0.178985,40.378011,0.100000,300,0.000000,0.602378,12.500000,0.001048,8.328511,29.900000,300,0.807560,40.378011,0.745924,0.001298,reduce_ki
399,42,0.375666,0.222270,0.110168,18.755109,0.100000,300,0.000000,0.746632,11.600000,0.000629,1.915912,29.900000,300,0.500000,18.755109,1.493263,0.001258,reduce_ki
400,42,0.433107,0.186717,0.100515,20.059077,0.100000,300,0.000000,0.495941,6.200000,0.000027,2.072728,29.900000,300,0.500000,20.059077,0.991883,0.000053,reduce_ki
401,42,1.135768,0.053968,0.131747,36.618983,0.100000,300,0.000000,0.000000,11.100000,0.031661,6.793126,29.900000,300,0.732380,36.618983,0.000000,0.043230,no_change
402,42,0.765653,0.294886,0.112724,39.757088,0.100000,300,0.000000,0.108098,12.200000,0.000372,8.020144,29.900000,300,0.795142,39.757088,0.135948,0.000468,increase_kp
403,42,0.131211,0.015912,0.128291,32.303137,0.100000,300,0.000000,1.583738,27.200000,0.680458,6.067017,29.900000,300,0.646063,32.303137,2.451369,1.053238,reduce_kp
404,42,0.816243,0.268436,0.083317,34.169736,0.100000,300,0.000000,0.076798,10.400000,0.000395,5.884914,29.900000,300,0.683395,34.169736,0.112377,0.000579,no_change
405,42,0.647842,0.219507,0.057934,43.699505,0.100000,300,0.000000,0.068519,13.500000,0.001120,9.733790,29.900000,300,0.873990,43.699505,0.078398,0.001281,increase_kp
406,42,0.631239,0.281641,0.136998,23.923016,0.100000,300,0.000000,0.314197,7.300000,0.000002,2.885540,29.900000,300,0.500000,23.923016,0.628394,0.000004,reduce_ki
407,42,0.180270,0.020970,0.087921,29.527534,0.100000,300,0.000000,0.714919,19.000000,0.203666,4.749220,29.900000,300,0.590551,29.527534,1.210597,0.344875,reduce_ki
408,42,0.324425,0.212331,0.062516,36.550887,0.100000,300,0.000000,0.712481,11.300000,0.001072,6.823746,29.900000,300,0.731018,36.550887,0.974642,0.001466,reduce_ki
409,42,0.907620,0.301272,0.195075,18.922985,0.100000,300,0.000000,0.178340,5.700000,0.000092,1.798486,29.900000,300,0.500000,18.922985,0.356680,0.000183,no_change
410,42,0.507594,0.196578,0.063823,28.994177,0.100000,300,0.000000,0.254056,8.900000,0.000019,4.242543,29.900000,300,0.579884,28.994177,0.438115,0.000034,no_change
411,42,0.394219,0.086772,0.019362,23.706360,0.100000,300,0.000000,0.217855,7.400000,0.003040,2.851456,29.900000,300,0.500000,23.706360,0.435709,0.006080,no_change
412,42,0.522565,0.215382,0.049654,40.959225,0.100000,300,0.000000,0.155676,12.700000,0.000185,8.533760,29.900000,300,0.819185,40.959225,0.190038,0.000226,increase_kp
413,42,0.275670,0.114603,0.115537,24.381448,0.100000,300,0.000000,1.018188,14.200000,0.000996,3.173308,29.900000,300,0.500000,24.381448,2.036375,0.001993,reduce_ki
414,42,0.939434,0.174393,0.102945,29.962791,0.100000,300,0.000000,0.025073,9.100000,0.001317,4.502691,29.900000,300,0.599256,29.962791,0.041841,0.002197,no_change
415,42,0.439395,0.008112,0.189047,30.163334,0.100000,300,0.000000,0.000000,10.200000,0.060841,4.664417,29.900000,300,0.603267,30.163334,0.000000,0.100852,no_change
416,42,1.163355,0.075301,0.070579,16.516212,0.100000,300,0.000000,0.002868,4.800000,0.000818,1.346676,29.900000,300,0.500000,16.516212,0.005737,0.001635,no_change
417,42,0.644384,0.308819,0.130852,29.117606,0.100000,300,0.000000,0.272524,8.900000,0.000003,4.273352,29.900000,300,0.582352,29.117606,0.467971,0.000005,no_change
418,42,0.690360,0.296510,0.086186,41.473672,0.100000,300,0.000000,0.108008,12.800000,0.000187,8.745101,29.900000,300,0.829473,41.473672,0.130213,0.000226,increase_kp
419,42,0.900259,0.267350,0.073187,27.017449,0.100000,300,0.000000,0.056917,8.100000,0.000253,3.651894,29.900000,300,0.540349,27.017449,0.105334,0.000469,no_change
420,42,0.727310,0.068129,0.110645,17.205952,0.100000,300,0.000000,0.047311,5.300000,0.008095,1.487500,29.900000,300,0.500000,17.205952,0.094622,0.016190,no_change
421,42,0.654681,0.267541,0.055944,44.672721,0.100000,300,0.000000,0.073496,13.800000,0.000441,10.183899,29.900000,300,0.893454,44.672721,0.082260,0.000494,increase_kp
422,42,0.848439,0.041584,0.195017,26.817111,0.100000,300,0.000000,0.000000,8.300000,0.002029,3.603808,29.900000,300,0.536342,26.817111,0.000000,0.003783,no_change
423,42,0.974387,0.118680,0.187790,37.648955,0.100000,300,0.000000,0.000000,11.500000,0.000311,7.167328,29.900000,300,0.752979,37.648955,0.000000,0.000413,no_change
424,42,0.318964,0.178193,0.100016,16.359101,0.100000,300,0.000000,0.922534,16.500000,0.003487,1.669575,29.900000,300,0.500000,16.359101,1.845068,0.006974,reduce_ki
425,42,0.250740,0.116564,0.094749,28.709657,0.100000,300,0.000000,1.118978,14.600000,0.002284,4.328517,29.900000,300,0.574193,28.709657,1.948783,0.003978,reduce_ki
426,42,0.766887,0.180427,0.065593,33.392044,0.100000,300,0.000000,0.028154,10.100000,0.000835,5.612878,29.900000,300,0.667841,33.392044,0.042157,0.001251,no_change
427,42,0.278752,0.346716,0.147864,23.977030,0.100000,300,0.000000,1.542193,-1.0,1.402276,3.910741,29.900000,300,0.500000,23.977030,3.084386,2.804552,reduce_kp
428,42,0.470011,0.289901,0.106468,36.262194,0.100000,300,0.000000,0.480569,11.200000,0.000159,6.681172,29.900000,300,0.725244,36.262194,0.662631,0.000220,reduce_ki
429,42,0.429770,0.285512,0.073672,35.214192,0.100000,300,0.000000,0.479390,10.800000,0.000052,6.295036,29.900000,300,0.704284,35.214192,0.680677,0.000074,reduce_ki
430,42,1.177888,0.204296,0.159351,36.759726,0.100000,300,0.000000,0.000000,11.200000,0.000610,6.821780,29.900000,300,0.735195,36.759726,0.000000,0.000830,no_change
431,42,0.856848,0.009327,0.094918,44.012121,0.100000,300,0.000000,0.000000,13.600000,0.139958,9.946496,29.900000,300,0.880242,44.012121,0.000000,0.158999,increase_kp
432,42,0.961194,0.271657,0.115527,36.642003,0.100000,300,0.000000,0.032353,11.100000,0.000579,6.780070,29.900000,300,0.732840,36.642003,0.044148,0.000790,no_change
433,42,0.741876,0.059679,0.125805,33.592074,0.100000,300,0.000000,0.000000,10.300000,0.006648,5.692492,29.900000,300,0.671841,33.592074,0.000000,0.009895,no_change
434,42,1.025284,0.051721,0.136145,15.947115,0.100000,300,0.000000,0.011160,4.800000,0.004307,1.262943,29.900000,300,0.500000,15.947115,0.022321,0.008613,no_change
435,42,1.143026,0.038463,0.003787,24.410775,0.100000,300,0.000000,0.000000,7.200000,0.016785,2.980404,29.900000,300,0.500000,24.410775,0.000000,0.033569,no_change
436,42,0.266574,0.241675,0.082075,38.249169,0.100000,300,0.000000,1.229119,15.300000,0.003249,7.542366,29.900000,300,0.764983,38.249169,1.606726,0.004248,reduce_ki
437,42,1.112573,0.305486,0.147167,16.868439,0.100000,300,0.000000,0.091243,5.000000,0.000233,1.418126,29.900000,300,0.500000,16.868439,0.182487,0.000467,no_change
438,42,0.251891,0.072570,0.065010,34.866804,0.100000,300,0.000000,0.691236,11.100000,0.007589,6.280172,29.900000,300,0.697336,34.866804,0.991253,0.010884,reduce_ki
439,42,0.678025,0.109813,0.034636,42.363725,0.100000,300,0.000000,0.000000,13.100000,0.006846,9.136897,29.900000,300,0.847274,42.363725,0.000000,0.008081,increase_kp
440,42,0.476560,0.124000,0.154398,36.627737,0.100000,300,0.000000,0.291994,11.500000,0.005201,6.838954,29.900000,300,0.732555,36.627737,0.398596,0.007100,no_change
441,42,0.807640,0.242660,0.122015,20.767925,0.100000,300,0.000000,0.140203,6.300000,0.000237,2.161344,29.900000,300,0.500000,20.767925,0.280406,0.000475,no_change
442,42,0.371171,0.195330,0.044973,44.187319,0.100000,300,0.000000,0.409580,13.800000,0.001006,9.998012,29.900000,300,0.883746,44.187319,0.463459,0.001138,reduce_ki
443,42,0.427376,0.101151,0.041456,36.149648,0.100000,300,0.000000,0.147964,11.300000,0.005009,6.631676,29.900000,300,0.722993,36.149648,0.204654,0.006928,no_change
444,42,0.448745,0.122081,0.186740,38.862161,0.100000,300,0.000000,0.387347,12.300000,0.005380,7.730466,29.900000,300,0.777243,38.862161,0.498361,0.006922,reduce_ki
445,42,0.400803,0.042656,0.135324,26.390826,0.100000,300,0.000000,0.179603,8.700000,0.038777,3.575514,29.900000,300,0.527817,26.390826,0.340276,0.073467,no_change
446,42,1.178177,0.286432,0.190922,39.138475,0.100000,300,0.000000,0.029344,11.900000,0.001247,7.757478,29.900000,300,0.782770,39.138475,0.037487,0.001594,no_change
447,42,0.419498,0.100671,0.142828,25.390905,0.100000,300,0.000000,0.399018,8.100000,0.002515,3.312138,29.900000,300,0.507818,25.390905,0.785749,0.004953,reduce_ki
448,42,0.586614,0.089755,0.095816,21.062040,0.100000,300,0.000000,0.101843,6.600000,0.006025,2.238401,29.900000,300,0.500000,21.062040,0.203686,0.012050,no_change
449,42,0.692436,0.326558,0.139234,19.118189,0.100000,300,0.000000,0.281398,5.800000,0.000000,1.841714,29.900000,300,0.500000,19.118189,0.562796,0.000000,no_change
450,42,0.777245,0.205391,0.048492,35.095019,0.100000,300,0.000000,0.039046,10.700000,0.000777,6.210049,29.900000,300,0.701900,35.095019,0.055629,0.001106,no_change
451,42,0.684146,0.223281,0.010498,27.399041,0.100000,300,0.000000,0.062452,8.300000,0.000147,3.757896,29.900000,300,0.547981,27.399041,0.113968,0.000268,no_change
452,42,0.889094,0.035191,0.154153,15.155443,0.100000,300,0.000000,0.012541,4.600000,0.006085,1.145977,29.900000,300,0.500000,15.155443,0.025083,0.012170,no_change
453,42,0.705388,0.325185,0.081381,43.050963,0.100000,300,0.000000,0.123389,13.300000,0.000149,9.440066,29.900000,300,0.861019,43.050963,0.143306,0.000173,increase_kp
454,42,1.066240,0.167107,0.039891,43.917421,0.100000,300,0.000000,0.000000,13.500000,0.012017,9.836752,29.900000,300,0.878348,43.917421,0.000000,0.013681,increase_kp
455,42,0.453284,0.226064,0.181587,17.683822,0.100000,300,0.000000,0.656088,10.500000,0.000106,1.705954,29.900000,300,0.500000,17.683822,1.312177,0.000211,reduce_ki
456,42,0.731547,0.187303,0.144624,43.100081,0.100000,300,0.000000,0.057587,13.400000,0.003216,9.466390,29.900000,300,0.862002,43.100081,0.066806,0.003731,increase_kp
457,42,1.104553,0.061273,0.176449,20.273661,0.100000,300,0.000000,0.001740,6.100000,0.000690,2.042095,29.900000,300,0.500000,20.273661,0.003481,0.001380,no_change
458,42,1.111598,0.349010,0.079399,29.861517,0.100000,300,0.000000,0.024783,9.000000,0.000119,4.466509,29.900000,300,0.597230,29.861517,0.041497,0.000199,no_change
459,42,1.130270,0.336746,0.185208,41.302295,0.100000,300,0.000000,0.026216,12.700000,0.000655,8.661430,29.900000,300,0.826046,41.302295,0.031737,0.000792,increase_kp
460,42,0.110194,0.198787,0.021460,44.489817,0.100000,300,0.000000,2.295353,19.100000,0.054315,10.453451,29.900000,300,0.889796,44.489817,2.579639,0.061043,reduce_kp
461,42,0.413018,0.346185,0.108660,29.817373,0.100000,300,0.000000,0.762214,11.700000,0.000171,4.533580,29.900000,300,0.596347,29.817373,1.278138,0.000286,reduce_ki
462,42,1.132417,0.297871,0.093604,20.784342,0.100000,300,0.000000,0.048052,6.200000,0.000246,2.148283,29.900000,300,0.500000,20.784342,0.096105,0.000492,no_change
463,42,0.223911,0.056873,0.091783,22.717946,0.100000,300,0.000000,0.990269,15.200000,0.013225,2.835670,29.900000,300,0.500000,22.717946,1.980538,0.026451,reduce_ki
464,42,0.304819,0.257816,0.158154,32.033437,0.100000,300,0.000000,1.344265,15.100000,0.005315,5.359980,29.900000,300,0.640669,32.033437,2.098222,0.008297,reduce_ki
465,42,0.933011,0.061423,0.171229,41.911283,0.100000,300,0.000000,0.000000,12.900000,0.036950,8.957404,29.900000,300,0.838226,41.911283,0.000000,0.044081,increase_kp
466,42,1.009689,0.180348,0.017348,35.077676,0.100000,300,0.000000,0.000000,10.600000,0.002374,6.202271,29.900000,300,0.701554,35.077676,0.000000,0.003384,no_change
467,42,0.303259,0.049214,0.064720,22.441413,0.100000,300,0.000000,0.342472,7.500000,0.017949,2.632391,29.900000,300,0.500000,22.441413,0.684944,0.035899,reduce_ki
468,42,0.386864,0.082432,0.150751,43.621045,0.100000,300,0.000000,0.266211,14.000000,0.032162,9.778884,29.900000,300,0.872421,43.621045,0.305141,0.036865,increase_kp
469,42,0.432140,0.253009,0.002287,34.610501,0.100000,300,0.000000,0.311888,10.600000,0.000010,6.058924,29.900000,300,0.692210,34.610501,0.450568,0.000015,reduce_ki
470,42,0.862045,0.021744,0.023645,24.204190,0.100000,300,0.000000,0.000000,7.200000,0.024133,2.938887,29.900000,300,0.500000,24.204190,0.000000,0.048265,no_change
471,42,0.545958,0.175882,0.179024,36.106711,0.100000,300,0.000000,0.318329,11.200000,0.000701,6.632394,29.900000,300,0.722134,36.106711,0.440817,0.000971,reduce_ki
472,42,0.442076,0.041096,0.183226,23.851128,0.100000,300,0.000000,0.178657,8.000000,0.044795,2.938396,29.900000,300,0.500000,23.851128,0.357313,0.089590,no_change
473,42,0.776088,0.076695,0.026714,19.595567,0.100000,300,0.000000,0.007926,5.800000,0.001294,1.906542,29.900000,300,0.500000,19.595567,0.015852,0.002587,no_change
474,42,0.922508,0.212009,0.083169,31.477035,0.100000,300,0.000000,0.029071,9.500000,0.000770,4.975610,29.900000,300,0.629541,31.477035,0.046178,0.001223,no_change
475,42,0.617911,0.188131,0.132819,21.552349,0.100000,300,0.000000,0.228256,6.700000,0.000241,2.347157,29.900000,300,0.500000,21.552349,0.456512,0.000483,no_change
476,42,0.372212,0.264159,0.174627,17.456109,0.100000,300,0.000000,1.080714,-1.0,1.021568,2.331871,29.900000,300,0.500000,17.456109,2.161427,2.043136,increase_ki
477,42,0.591423,0.246318,0.015621,31.925062,0.100000,300,0.000000,0.136880,9.700000,0.000051,5.130642,29.900000,300,0.638501,31.925062,0.214377,0.000080,no_change
478,42,0.167934,0.191677,0.101097,32.181050,0.100000,300,0.000000,2.250845,19.200000,0.015107,5.716140,29.900000,300,0.643621,32.181050,3.497159,0.023471,reduce_kp
479,42,0.264838,0.114841,0.104068,18.487201,0.100000,300,0.000000,1.074719,16.200000,0.015888,2.033848,29.900000,300,0.500000,18.487201,2.149438,0.031776,reduce_ki
480,42,0.325942,0.204102,0.018188,30.311261,0.100000,300,0.000000,0.587077,9.300000,0.000018,4.667859,29.900000,300,0.606225,30.311261,0.968415,0.000030,reduce_ki
481,42,0.989561,0.158701,0.102650,28.703954,0.100000,300,0.000000,0.018368,8.600000,0.001389,4.125783,29.900000,300,0.574079,28.703954,0.031996,0.002419,no_change
482,42,0.163510,0.161832,0.161383,36.698402,0.100000,300,0.000000,2.694125,20.200000,0.111250,7.392738,29.900000,300,0.733968,36.698402,3.670630,0.151573,reduce_kp
483,42,0.535544,0.285759,0.149161,32.349338,0.100000,300,0.000000,0.409561,10.000000,0.000068,5.302864,29.900000,300,0.646987,32.349338,0.633029,0.000105,reduce_ki
484,42,0.149819,0.120585,0.012752,44.823710,0.100000,300,0.000000,1.806600,18.600000,0.004948,10.508497,29.900000,300,0.896474,44.823710,2.015228,0.005520,reduce_kp
485,42,1.128041,0.024157,0.186755,15.952046,0.100000,300,0.000000,0.000000,4.800000,0.001928,1.261516,29.900000,300,0.500000,15.952046,0.000000,0.003857,no_change
486,42,0.549754,0.269140,0.153166,44.349999,0.100000,300,0.000000,0.319215,13.800000,0.000793,10.063027,29.900000,300,0.887000,44.349999,0.359881,0.000895,reduce_ki
487,42,0.810469,0.147127,0.198571,26.474389,0.100000,300,0.000000,0.104464,8.200000,0.004660,3.528326,29.900000,300,0.529488,26.474389,0.197292,0.008801,no_change
488,42,1.056582,0.317369,0.075129,35.481911,0.100000,300,0.000000,0.011430,10.700000,0.000143,6.343894,29.900000,300,0.709638,35.481911,0.016107,0.000202,no_change
489,42,0.827972,0.188755,0.130707,25.433097,0.100000,300,0.000000,0.082732,7.800000,0.001308,3.242659,29.900000,300,0.508662,25.433097,0.162646,0.002572,no_change
490,42,0.296321,0.188040,0.105769,36.835744,0.100000,300,0.000000,1.023977,14.900000,0.005848,6.979978,29.900000,300,0.736715,36.835744,1.389923,0.007938,reduce_ki
491,42,0.344959,0.001216,0.004547,23.950890,0.100000,300,0.000000,0.000000,8.000000,0.107333,2.969297,29.900000,300,0.500000,23.950890,0.000000,0.214667,no_change
492,42,0.840850,0.190556,0.106387,39.700813,0.100000,300,0.000000,0.026436,12.200000,0.001581,7.989792,29.900000,300,0.794016,39.700813,0.033294,0.001991,increase_kp
493,42,0.372263,0.121156,0.055130,43.122311,0.100000,300,0.000000,0.268478,13.600000,0.002325,9.516437,29.900000,300,0.862446,43.122311,0.311298,0.002695,increase_kp
494,42,0.897526,0.039496,0.161896,27.577218,0.100000,300,0.000000,0.000000,8.400000,0.013124,3.820152,29.900000,300,0.551544,27.577218,0.000000,0.023795,no_change
495,42,0.942659,0.309315,0.003129,21.182449,0.100000,300,0.000000,0.030198,6.300000,0.000038,2.227482,29.900000,300,0.500000,21.182449,0.060395,0.000076,no_change
496,42,0.210986,0.011752,0.119557,36.098588,0.100000,300,0.000000,0.175644,13.100000,0.139191,6.802893,29.900000,300,0.721972,36.098588,0.243284,0.192793,increase_kp
497,42,0.153544,0.259189,0.080453,22.030178,0.100000,300,0.000000,2.329121,-1.0,2.251071,4.139615,29.900000,300,0.500000,22.030178,4.658241,4.502142,reduce_kp
498,42,0.338996,0.302306,0.011289,30.116875,0.100000,300,0.000000,0.660756,11.200000,0.000028,4.605539,29.900000,300,0.602338,30.116875,1.096987,0.000046,reduce_ki
499,42,0.418190,0.285525,0.146303,24.567111,0.100000,300,0.000000,0.772011,11.600000,0.000003,3.121429,29.900000,300,0.500000,24.567111,1.544023,0.000007,reduce_ki
500,42,0.757709,0.235386,0.064133,24.052933,0.100000,300,0.000000,0.096318,7.300000,0.000203,2.893806,29.900000,300,0.500000,24.052933,0.192636,0.000406,no_change
501,42,0.257586,0.231074,0.044209,24.015029,0.100000,300,0.000000,1.223481,15.300000,0.003510,3.136766,29.900000,300,0.500000,24.015029,2.446962,0.007019,reduce_ki
502,42,0.167053,0.331982,0.175943,42.347330,0.100000,300,0.000000,2.173725,19.000000,0.043676,9.503949,29.900000,300,0.846947,42.347330,2.566543,0.051569,reduce_kp
503,42,0.788592,0.149520,0.099124,44.168707,0.100000,300,0.000000,0.000000,13.700000,0.000952,9.945374,29.900000,300,0.883374,44.168707,0.000000,0.001078,increase_kp
504,42,1.135745,0.234970,0.157161,24.562034,0.100000,300,0.000000,0.050553,7.400000,0.001161,3.013955,29.900000,300,0.500000,24.562034,0.101106,0.002323,no_change
505,42,0.557957,0.052226,0.075292,37.632483,0.100000,300,0.000000,0.000000,11.700000,0.010558,7.183375,29.900000,300,0.752650,37.632483,0.000000,0.014028,no_change
506,42,0.620871,0.297269,0.060147,36.227304,0.100000,300,0.000000,0.163458,11.100000,0.000009,6.636877,29.900000,300,0.724546,36.227304,0.225601,0.000012,no_change
507,42,0.986354,0.320159,0.112477,44.033586,0.100000,300,0.000000,0.019216,13.600000,0.000477,9.877821,29.900000,300,0.880672,44.033586,0.021819,0.000542,increase_kp
508,42,0.713015,0.046932,0.048572,21.100102,0.100000,300,0.000000,0.000000,6.400000,0.000697,2.215735,29.900000,300,0.500000,21.100102,0.000000,0.001395,no_change
